geo,filter2301.jpg,2880,576,3104,800,0.337
geo,filter2301.jpg,4608,2304,4832,2528,0.874
geo,filter2301.jpg,4992,2304,5216,2528,0.972
geo,filter2301.jpg,5248,2496,5472,2720,0.253
geo,filter2301.jpg,5248,2496,5472,2720,0.122
geo,filter2302.jpg,384,0,608,224,0.448
geo,filter2302.jpg,2880,1728,3104,1952,1.0
geo,filter2303.jpg,192,960,416,1184,0.109
geo,filter2303.jpg,576,960,800,1184,0.199
geo,filter2303.jpg,2880,2688,3104,2912,0.116
geo,filter2303.jpg,2880,2854,3104,3078,0.999
geo,filter2304.jpg,3648,2304,3872,2528,0.138
geo,filter2305.jpg,2880,1536,3104,1760,0.193
geo,filter2305.jpg,3072,1728,3296,1952,0.415
geo,filter2305.jpg,4992,1152,5216,1376,0.153
geo,filter2306.jpg,4992,2112,5216,2336,0.114
geo,filter2317.jpg,768,0,992,224,0.98
geo,filter2319.jpg,4992,384,5216,608,0.273
geo,filter2320.jpg,192,2112,416,2336,0.108
geo,filter2320.jpg,384,2496,608,2720,0.513
geo,filter2321.jpg,3264,576,3488,800,0.999
geo,filter2321.jpg,3264,768,3488,992,0.231
geo,filter2321.jpg,3264,1920,3488,2144,0.433
geo,filter2321.jpg,3456,576,3680,800,1.0
geo,filter2321.jpg,3648,2496,3872,2720,1.0
geo,filter2322.jpg,3264,1536,3488,1760,0.968
geo,filter2322.jpg,3264,1728,3488,1952,1.0
geo,filter2322.jpg,3456,1536,3680,1760,0.682
geo,filter2323.jpg,768,2304,992,2528,0.125
geo,filter2323.jpg,3264,2688,3488,2912,1.0
geo,filter2323.jpg,3456,2688,3680,2912,1.0
geo,filter2323.jpg,5248,1536,5472,1760,0.986
geo,filter2323.jpg,5248,1536,5472,1760,1.0
geo,filter2324.jpg,192,2304,416,2528,0.134
geo,filter2324.jpg,2304,576,2528,800,0.409
geo,filter2324.jpg,5248,2688,5472,2912,0.326
geo,filter2324.jpg,5248,2496,5472,2720,0.304
geo,filter2324.jpg,5248,2688,5472,2912,0.657
geo,filter2325.jpg,4416,960,4640,1184,0.264
geo,filter2326.jpg,4608,1920,4832,2144,0.708
geo,filter2328.jpg,576,576,800,800,0.975
geo,filter2328.jpg,576,1728,800,1952,0.51
geo,filter2328.jpg,768,1728,992,1952,0.999
geo,filter2329.jpg,576,1152,800,1376,0.649
geo,filter2329.jpg,576,1536,800,1760,0.694
geo,filter2330.jpg,192,2496,416,2720,0.101
geo,filter2330.jpg,384,1536,608,1760,1.0
geo,filter2330.jpg,384,1728,608,1952,1.0
geo,filter2330.jpg,384,1920,608,2144,0.985
geo,filter2330.jpg,384,2496,608,2720,0.542
geo,filter2330.jpg,576,1920,800,2144,0.105
geo,filter2330.jpg,576,2112,800,2336,0.187
geo,filter2330.jpg,576,2304,800,2528,0.99
geo,filter2330.jpg,768,1728,992,1952,0.86
geo,filter2330.jpg,960,1536,1184,1760,0.381
geo,filter2334.jpg,576,0,800,224,0.223
geo,filter2334.jpg,576,1152,800,1376,1.0
geo,filter2334.jpg,576,1344,800,1568,1.0
geo,filter2335.jpg,0,576,224,800,0.997
