geo,filter1000.jpg,0,1536,224,1760,0.909
geo,filter1000.jpg,0,2112,224,2336,0.219
geo,filter1000.jpg,384,2854,608,3078,1.0
geo,filter1000.jpg,768,1152,992,1376,0.137
geo,filter1000.jpg,960,384,1184,608,0.11
geo,filter1000.jpg,1152,0,1376,224,0.989
geo,filter1000.jpg,1344,2112,1568,2336,1.0
geo,filter1000.jpg,1344,2688,1568,2912,0.2
geo,filter1000.jpg,2880,2688,3104,2912,0.366
geo,filter1000.jpg,3072,2112,3296,2336,0.214
geo,filter1000.jpg,4608,2304,4832,2528,1.0
geo,filter1000.jpg,4608,2496,4832,2720,0.964
geo,filter1000.jpg,4800,1728,5024,1952,1.0
geo,filter1000.jpg,4800,2854,5024,3078,1.0
geo,filter1000.jpg,4992,1728,5216,1952,0.968
geo,filter1000.jpg,4992,2854,5216,3078,1.0
geo,filter1000.jpg,5248,1728,5472,1952,1.0
geo,filter1000.jpg,5248,1728,5472,1952,0.935
geo,filter1001.jpg,0,1152,224,1376,1.0
geo,filter1001.jpg,0,1536,224,1760,1.0
geo,filter1001.jpg,0,1728,224,1952,0.283
geo,filter1001.jpg,192,1536,416,1760,0.992
geo,filter1001.jpg,192,2304,416,2528,0.993
geo,filter1001.jpg,192,2496,416,2720,1.0
geo,filter1001.jpg,192,2854,416,3078,1.0
geo,filter1001.jpg,384,1536,608,1760,0.191
geo,filter1001.jpg,384,2496,608,2720,0.78
geo,filter1001.jpg,576,2112,800,2336,0.12
geo,filter1001.jpg,576,2496,800,2720,0.91
geo,filter1001.jpg,576,2688,800,2912,0.776
geo,filter1001.jpg,576,2854,800,3078,0.144
geo,filter1001.jpg,960,2304,1184,2528,0.974
geo,filter1001.jpg,960,2854,1184,3078,1.0
geo,filter1001.jpg,1152,2304,1376,2528,0.247
geo,filter1001.jpg,1344,192,1568,416,0.95
geo,filter1001.jpg,1344,2496,1568,2720,1.0
geo,filter1001.jpg,1536,2304,1760,2528,0.882
geo,filter1001.jpg,2304,2304,2528,2528,0.185
geo,filter1001.jpg,2688,2304,2912,2528,0.729
geo,filter1001.jpg,2688,2496,2912,2720,0.993
geo,filter1001.jpg,3264,2112,3488,2336,0.893
geo,filter1001.jpg,3456,2112,3680,2336,0.419
geo,filter1001.jpg,4800,2112,5024,2336,0.735
geo,filter1002.jpg,0,384,224,608,1.0
geo,filter1002.jpg,0,1344,224,1568,1.0
geo,filter1002.jpg,0,1536,224,1760,0.989
geo,filter1002.jpg,0,1728,224,1952,0.252
geo,filter1002.jpg,0,2112,224,2336,1.0
geo,filter1002.jpg,0,2496,224,2720,1.0
geo,filter1002.jpg,192,2854,416,3078,0.917
geo,filter1002.jpg,384,1920,608,2144,0.999
geo,filter1002.jpg,384,2112,608,2336,0.793
geo,filter1002.jpg,384,2854,608,3078,0.169
geo,filter1002.jpg,576,768,800,992,0.396
geo,filter1002.jpg,576,2496,800,2720,1.0
geo,filter1002.jpg,576,2688,800,2912,0.224
geo,filter1002.jpg,768,2854,992,3078,1.0
geo,filter1002.jpg,960,2854,1184,3078,1.0
geo,filter1002.jpg,1152,1152,1376,1376,0.999
geo,filter1002.jpg,1152,1728,1376,1952,0.973
geo,filter1002.jpg,1152,2688,1376,2912,0.993
geo,filter1002.jpg,1152,2854,1376,3078,0.952
geo,filter1002.jpg,2688,2854,2912,3078,0.934
geo,filter1002.jpg,4416,2688,4640,2912,0.629
geo,filter1002.jpg,5248,1344,5472,1568,0.193
geo,filter1002.jpg,5248,1344,5472,1568,0.166
geo,filter1003.jpg,0,1344,224,1568,1.0
geo,filter1003.jpg,0,1728,224,1952,0.722
geo,filter1003.jpg,0,1920,224,2144,0.497
geo,filter1003.jpg,192,576,416,800,0.162
geo,filter1003.jpg,192,768,416,992,1.0
geo,filter1003.jpg,192,1536,416,1760,1.0
geo,filter1003.jpg,384,1536,608,1760,0.838
geo,filter1003.jpg,384,1728,608,1952,1.0
geo,filter1003.jpg,576,960,800,1184,0.105
geo,filter1003.jpg,768,2688,992,2912,1.0
geo,filter1003.jpg,768,2854,992,3078,1.0
geo,filter1003.jpg,960,2304,1184,2528,0.996
geo,filter1003.jpg,960,2496,1184,2720,1.0
geo,filter1003.jpg,960,2688,1184,2912,1.0
geo,filter1003.jpg,960,2854,1184,3078,0.997
geo,filter1003.jpg,1152,2304,1376,2528,0.419
geo,filter1003.jpg,1536,2304,1760,2528,0.215
geo,filter1003.jpg,4992,2304,5216,2528,0.202
geo,filter1003.jpg,5248,2496,5472,2720,1.0
geo,filter1003.jpg,5248,2304,5472,2528,1.0
geo,filter1003.jpg,5248,2496,5472,2720,1.0
geo,filter1004.jpg,0,1344,224,1568,0.992
geo,filter1004.jpg,0,1536,224,1760,1.0
geo,filter1004.jpg,0,1728,224,1952,1.0
geo,filter1004.jpg,0,1920,224,2144,1.0
geo,filter1004.jpg,0,2688,224,2912,1.0
geo,filter1004.jpg,0,2854,224,3078,0.841
geo,filter1004.jpg,192,960,416,1184,0.509
geo,filter1004.jpg,192,1536,416,1760,0.571
geo,filter1004.jpg,192,1920,416,2144,0.284
geo,filter1004.jpg,192,2304,416,2528,0.88
geo,filter1004.jpg,192,2496,416,2720,0.978
geo,filter1004.jpg,192,2688,416,2912,0.937
geo,filter1004.jpg,192,2854,416,3078,1.0
geo,filter1004.jpg,384,960,608,1184,0.118
geo,filter1004.jpg,384,1728,608,1952,0.196
geo,filter1004.jpg,384,1920,608,2144,0.156
geo,filter1004.jpg,384,2496,608,2720,0.626
geo,filter1004.jpg,384,2688,608,2912,0.989
geo,filter1004.jpg,384,2854,608,3078,0.255
geo,filter1004.jpg,576,960,800,1184,0.887
geo,filter1004.jpg,768,1344,992,1568,0.178
geo,filter1004.jpg,768,2688,992,2912,0.167
geo,filter1004.jpg,768,2854,992,3078,0.882
geo,filter1004.jpg,1152,2854,1376,3078,1.0
geo,filter1004.jpg,1344,2688,1568,2912,0.878
geo,filter1004.jpg,1344,2854,1568,3078,0.125
geo,filter1004.jpg,1536,2688,1760,2912,0.359
geo,filter1004.jpg,1728,2688,1952,2912,0.233
geo,filter1004.jpg,1920,2496,2144,2720,0.152
geo,filter1004.jpg,1920,2688,2144,2912,0.726
geo,filter1004.jpg,2112,2688,2336,2912,0.153
geo,filter1004.jpg,2304,2496,2528,2720,0.346
geo,filter1005.jpg,0,1920,224,2144,0.971
geo,filter1005.jpg,0,2112,224,2336,0.722
geo,filter1005.jpg,0,2496,224,2720,1.0
geo,filter1005.jpg,0,2688,224,2912,0.992
geo,filter1005.jpg,0,2854,224,3078,1.0
geo,filter1005.jpg,192,1536,416,1760,0.576
geo,filter1005.jpg,192,1728,416,1952,0.997
geo,filter1005.jpg,192,2688,416,2912,0.756
geo,filter1005.jpg,384,1344,608,1568,0.973
geo,filter1005.jpg,384,2304,608,2528,0.455
geo,filter1005.jpg,384,2688,608,2912,1.0
geo,filter1005.jpg,384,2854,608,3078,0.999
geo,filter1005.jpg,576,1536,800,1760,0.896
geo,filter1005.jpg,576,2496,800,2720,0.29
geo,filter1005.jpg,576,2688,800,2912,1.0
geo,filter1005.jpg,768,2112,992,2336,0.921
geo,filter1005.jpg,960,768,1184,992,0.194
geo,filter1005.jpg,960,1920,1184,2144,0.246
geo,filter1005.jpg,960,2496,1184,2720,1.0
geo,filter1005.jpg,1152,1920,1376,2144,1.0
geo,filter1005.jpg,1152,2112,1376,2336,0.998
geo,filter1005.jpg,1152,2304,1376,2528,0.107
geo,filter1005.jpg,1344,2854,1568,3078,0.935
geo,filter1005.jpg,1728,576,1952,800,0.983
geo,filter1005.jpg,1728,2854,1952,3078,0.147
geo,filter1005.jpg,3456,2496,3680,2720,0.871
geo,filter1005.jpg,5248,960,5472,1184,0.987
geo,filter1005.jpg,5248,1536,5472,1760,0.388
geo,filter1005.jpg,5248,960,5472,1184,0.937
geo,filter1005.jpg,5248,1536,5472,1760,0.479
geo,filter1006.jpg,0,1536,224,1760,0.705
geo,filter1006.jpg,0,2496,224,2720,0.442
geo,filter1006.jpg,192,2304,416,2528,1.0
geo,filter1006.jpg,384,2112,608,2336,1.0
