geo,filter1000.jpg,4800,1728,5024,1952,0.309
geo,filter1003.jpg,192,1536,416,1760,0.26
geo,filter1004.jpg,0,1536,224,1760,1.0
geo,filter1004.jpg,0,1728,224,1952,0.899
geo,filter1005.jpg,3456,2496,3680,2720,0.599
geo,filter1007.jpg,0,0,224,224,0.863
geo,filter1007.jpg,576,2854,800,3078,0.527
geo,filter1008.jpg,192,2688,416,2912,1.0
geo,filter1008.jpg,768,384,992,608,0.997
geo,filter1009.jpg,1536,1152,1760,1376,0.99
geo,filter1009.jpg,4032,576,4256,800,1.0
geo,filter1009.jpg,4224,576,4448,800,0.893
geo,filter1009.jpg,4608,576,4832,800,0.989
geo,filter1009.jpg,5248,2688,5472,2912,0.977
geo,filter1010.jpg,576,2304,800,2528,1.0
geo,filter1011.jpg,1536,2854,1760,3078,0.912
geo,filter1031.jpg,1728,1152,1952,1376,1.0
geo,filter1032.jpg,0,2688,224,2912,1.0
geo,filter1032.jpg,1536,2304,1760,2528,1.0
geo,filter1032.jpg,1728,2112,1952,2336,1.0
geo,filter1033.jpg,2112,2688,2336,2912,1.0
geo,filter1033.jpg,2304,2688,2528,2912,0.129
geo,filter1033.jpg,2304,2854,2528,3078,1.0
geo,filter1033.jpg,4224,0,4448,224,0.964
geo,filter1033.jpg,4416,1536,4640,1760,0.656
geo,filter1033.jpg,4992,1536,5216,1760,1.0
geo,filter1033.jpg,5248,1536,5472,1760,1.0
geo,filter1033.jpg,5248,1536,5472,1760,1.0
geo,filter1034.jpg,4800,0,5024,224,0.735
geo,filter1034.jpg,4992,2496,5216,2720,1.0
geo,filter1034.jpg,5248,768,5472,992,1.0
geo,filter1034.jpg,5248,768,5472,992,1.0
geo,filter1035.jpg,4800,960,5024,1184,1.0
geo,filter1037.jpg,4800,960,5024,1184,0.138
geo,filter1039.jpg,4800,0,5024,224,0.972
geo,filter1039.jpg,4992,576,5216,800,1.0
geo,filter1040.jpg,384,192,608,416,0.989
geo,filter1040.jpg,4992,1152,5216,1376,1.0
geo,filter1041.jpg,576,768,800,992,0.987
geo,filter1041.jpg,1536,384,1760,608,1.0
geo,filter1041.jpg,3840,384,4064,608,0.1
geo,filter1042.jpg,0,384,224,608,1.0
geo,filter1042.jpg,384,2496,608,2720,1.0
geo,filter1042.jpg,576,1728,800,1952,0.991
